t_offset_s,vibration_g,current_a,pressure_bar,temp_motor_c,temp_fluid_c,flow_lpm,label
432,0.244,2.7448,0.0547,85.9094,28.991,124.0,
433,0.2445,3.0327,0.0547,85.8692,28.991,124.31,
434,0.2425,2.5937,0.0547,85.8611,28.991,124.0,
435,0.2489,1.6749,0.3826,85.8456,28.9894,124.692,
436,0.2461,1.9942,-0.2732,85.8279,28.9955,124.31,
437,0.2509,2.9076,-0.2732,85.7164,28.9911,124.692,
438,0.2493,2.7873,0.3826,85.8761,28.9919,125.0,
439,0.2494,2.826,0.3826,85.4401,28.988,124.31,
440,0.2493,2.7944,0.3826,85.8756,28.9997,124.692,
441,0.2498,2.4434,0.3826,85.5153,29.0015,125.0,
442,0.25,0.9708,0.0547,85.7595,28.9959,124.31,
443,0.248,2.7742,0.0547,85.8789,28.9959,125.385,
444,0.25,2.8639,-0.2732,85.7687,28.9979,125.31,
445,0.2482,0.9235,0.0547,85.8821,29.0077,125.0,
446,0.248,2.8093,0.3826,85.8337,28.9886,125.0,
447,0.2526,1.9223,0.7106,85.6937,28.9913,125.0,
448,0.2498,2.6626,0.0547,85.7587,28.9987,125.692,
449,0.2489,3.0629,0.0547,85.7228,28.9931,125.31,
450,0.2484,2.2961,0.0547,85.8521,28.9888,125.0,
451,0.2466,2.7913,-0.2732,85.942,28.994,125.0,
452,0.2488,2.0283,-0.2732,85.8837,28.994,125.0,
453,0.2476,2.2302,0.0547,85.6905,28.9841,125.0,
454,0.2485,2.8724,0.0547,85.9545,28.9854,125.0,
455,0.2494,1.8,0.0547,85.8479,28.9862,125.0,
456,0.2478,1.934,0.0547,86.0392,28.9802,125.0,
457,0.244,1.8795,0.3826,85.9756,28.9693,125.0,
458,0.2442,1.5192,-0.2732,85.7298,28.9657,125.692,
459,0.2433,2.8278,-0.2732,85.9272,28.9681,124.621,
460,0.2436,1.6667,0.0547,85.9734,28.9649,125.386,
461,0.2441,2.1443,0.0547,86.0836,28.9685,125.31,
462,0.2466,2.5043,0.0547,85.8652,28.9685,125.0,
463,0.2391,2.2277,0.0547,85.9638,28.9565,125.692,
464,0.2437,2.5644,-0.2732,86.2313,28.9606,125.31,
465,0.2452,2.5253,0.0547,85.9443,28.9595,125.0,
466,0.2448,2.8736,0.0547,86.0183,28.9645,125.0,
467,0.2435,2.0031,0.0547,86.1924,28.9694,125.0,
468,0.2425,2.2642,0.0547,86.0428,28.9613,125.0,
469,0.2433,2.79,0.0547,85.8254,28.9638,125.31,
470,0.2435,2.7059,0.0547,85.9155,28.9566,125.0,
471,0.2475,2.5015,0.0547,85.9296,28.962,125.692,
472,0.241,2.4044,0.0547,85.8839,28.962,125.31,
473,0.2431,2.4522,0.0547,85.5123,28.962,125.0,
474,0.2444,2.5867,0.0547,85.8248,28.9665,125.0,
475,0.2457,3.0291,-0.2732,85.9956,28.9665,125.692,
476,0.2455,3.1916,0.3826,85.4414,28.9661,126.0,
477,0.242,2.7864,0.0547,85.7225,28.9652,125.31,
478,0.245,1.3418,0.3826,85.7125,28.9737,125.0,
479,0.2437,2.6549,0.7106,86.0095,28.9746,125.0,
480,0.2457,2.5236,0.0547,85.4064,28.9719,126.386,
481,0.2443,2.6794,0.0547,86.123,28.9719,125.621,
482,0.2427,1.2844,0.7106,85.9591,28.9851,125.0,
483,0.248,1.195,-0.2732,85.5364,28.9863,125.0,
484,0.2442,3.1041,0.3826,85.5753,28.9808,125.692,
485,0.246,2.759,0.0547,85.9912,28.9847,125.31,
486,0.2461,3.146,0.0547,86.0424,28.988,124.31,
487,0.2462,3.1808,0.0547,85.4622,28.9919,125.0,
488,0.2428,2.8971,-0.6011,85.5886,28.996,125.0,
489,0.2454,2.8538,0.0547,85.3549,29.0067,125.0,
490,0.2445,2.8815,0.0547,85.7724,29.0067,124.31,
491,0.2426,0.9483,0.0547,85.492,28.9996,124.692,
492,0.2454,3.2089,0.3826,85.514,29.0047,125.0,
493,0.2444,1.8564,0.0547,85.3682,29.0183,125.0,
494,0.2467,2.6252,0.3826,85.2574,29.0083,125.0,
495,0.249,2.5895,0.3826,85.4198,29.0119,125.0,cavitation
496,0.2483,2.5764,-0.2732,85.4115,28.9944,125.0,cavitation
497,0.2604,2.5722,0.3826,85.57,28.9925,124.31,cavitation
498,0.265,2.3678,0.3826,85.4921,28.9925,73.8677,cavitation
499,0.2624,2.4342,0.3826,85.3496,28.984,17.8028,cavitation
500,0.2677,2.4309,0.3826,85.3507,28.9889,0.5557,cavitation
501,0.2566,2.378,0.0547,85.2656,28.9878,14.1331,cavitation
502,0.255,1.0744,0.0547,85.503,28.9798,88.7701,cavitation
503,0.2551,2.2077,0.0547,85.4371,28.9833,86.0344,cavitation
504,0.2616,1.0928,0.0547,85.4861,28.9833,54.0878,cavitation
505,0.262,2.6656,0.0547,85.4022,28.9913,21.6989,cavitation
506,0.2563,2.3239,0.0547,85.5271,28.9929,3.4365,cavitation
507,0.254,2.6954,0.3826,85.425,28.9966,29.103,cavitation
508,0.2591,1.9504,0.3826,85.4423,28.995,59.7851,cavitation
509,0.2637,1.9868,0.0547,85.2836,29.006,42.7338,cavitation
510,0.2627,1.3247,0.0547,85.413,29.0002,13.3376,cavitation
511,0.2608,1.2947,0.7106,85.2445,29.01,3.3255,cavitation
512,0.2679,3.205,0.0547,85.2897,29.001,11.0339,cavitation
513,0.2664,2.701,0.0547,85.1323,29.001,15.1371,cavitation
514,0.2661,1.2223,0.3826,85.4006,28.9989,8.8917,cavitation
515,0.247,3.1832,0.0547,85.8428,29.0014,2.4941,cavitation
516,0.2456,3.1925,0.3826,85.8092,29.0099,62.3744,cavitation
517,0.243,2.7345,0.3826,85.823,29.0099,98.9895,cavitation
518,0.2397,2.1751,0.0547,85.8424,29.016,113.589,cavitation
519,0.2402,2.7096,0.3826,85.9539,29.0205,116.692,cavitation
520,0.2382,2.5386,0.0547,85.8062,29.0299,116.31,cavitation
521,0.2408,1.6446,0.0547,85.851,29.0337,117.386,cavitation
522,0.237,2.0931,-0.2732,85.8373,29.0367,118.692,cavitation
523,0.2398,2.1268,0.0547,85.8396,29.0484,119.692,cavitation
524,0.2401,1.8457,0.0547,85.9576,29.0484,118.621,cavitation
525,0.2395,2.5798,0.0547,86.0515,29.05,120.081,cavitation
526,0.2423,1.3917,0.3826,85.8296,29.0479,121.0,cavitation
527,0.2409,2.7373,0.0547,85.8547,29.0356,120.31,cavitation
528,0.2401,1.9873,0.3826,85.7829,29.0361,120.0,cavitation
529,0.2411,2.5994,0.0547,85.9767,29.0328,120.31,cavitation
530,0.2425,2.7336,0.7106,85.9733,29.0259,120.692,cavitation
531,0.2441,3.262,0.3826,85.9805,29.0224,120.31,cavitation
532,0.2365,2.5579,0.7106,85.8327,29.0211,120.0,cavitation
533,0.2419,2.9595,0.7106,86.1101,29.0211,120.692,cavitation
534,0.238,3.0656,0.0547,86.0168,29.0102,121.0,cavitation
535,0.2399,2.755,0.0547,86.1818,29.0146,121.0,cavitation
536,0.2419,3.2314,0.3826,86.0189,29.0031,121.0,cavitation
537,0.2457,1.8684,0.0547,86.1342,29.0011,121.0,cavitation
538,0.2403,1.477,0.0547,86.064,28.9981,121.0,cavitation
539,0.2401,3.1883,0.0547,85.8816,28.9944,121.0,cavitation
540,0.2444,2.5623,0.0547,85.8673,28.9944,121.0,cavitation
541,0.2393,2.8178,0.0547,86.0309,28.9866,121.0,cavitation
542,0.2446,1.9694,0.0547,86.0998,28.9728,121.692,cavitation
543,0.2419,2.8358,0.0547,85.9038,28.9718,121.31,cavitation
544,0.2434,1.8079,0.3826,86.0185,28.9561,121.692,cavitation
545,0.2421,2.8906,0.0547,85.9916,28.9572,121.31,cavitation
546,0.245,1.8043,0.0547,86.0336,28.9625,121.0,cavitation
547,0.2458,1.992,-0.2732,86.0441,28.953,121.692,cavitation
548,0.2441,2.004,0.0547,85.8789,28.9545,121.31,cavitation
549,0.2408,2.7091,0.3826,86.0044,28.9427,121.692,cavitation
550,0.2466,1.9205,0.0547,85.6678,28.9528,121.0,cavitation
551,0.2441,2.767,0.0547,86.0366,28.933,121.692,cavitation
552,0.2443,2.2662,0.0547,85.3759,28.933,122.0,cavitation
553,0.2433,2.5743,0.3826,86.1156,28.9362,122.692,cavitation
554,0.2427,2.1006,0.0547,86.0293,28.9362,122.31,cavitation
555,0.2437,2.815,0.0547,85.5991,28.9319,124.081,cavitation
556,0.2382,2.7414,-0.2732,85.733,28.9319,125.0,cavitation
557,0.2456,2.1558,0.0547,85.4535,28.9253,124.31,cavitation
558,0.2409,3.0189,0.7106,85.3682,28.9301,125.386,cavitation
559,0.2431,2.2064,0.0547,85.6804,28.9272,125.31,cavitation
560,0.2445,2.6761,0.3826,85.721,28.9172,125.692,cavitation
561,0.2399,2.3452,0.3826,85.549,28.9172,125.31,cavitation
562,0.2443,3.1031,0.0547,85.623,28.9218,125.0,cavitation
563,0.244,2.0212,0.0547,85.4155,28.9118,125.0,cavitation
564,0.2477,2.1367,-0.2732,85.5571,28.9207,126.386,cavitation
565,0.2441,2.3686,0.0547,85.4139,28.9138,125.621,cavitation
566,0.2414,2.7761,0.0547,85.5437,28.9194,125.692,cavitation
567,0.2408,2.3084,0.3826,85.4003,28.9161,125.386,cavitation
568,0.2468,2.0412,-0.2732,85.3847,28.9025,126.692,cavitation
569,0.243,2.7047,-0.2732,85.4839,28.9025,126.31,cavitation
570,0.2439,2.8735,0.3826,85.4726,28.9091,124.621,cavitation
571,0.2447,2.1469,0.3826,85.6361,28.8987,125.386,cavitation
572,0.2428,3.0113,0.0547,85.4467,28.8973,126.0,cavitation
573,0.2451,2.6979,0.7106,85.3626,28.8986,125.31,cavitation
574,0.2448,2.7996,0.3826,85.3944,28.8954,125.692,cavitation
575,0.2447,3.1312,-0.2732,85.5795,28.8952,125.31,cavitation
576,0.2421,2.9622,0.0547,85.5016,28.8877,125.692,cavitation
577,0.2402,2.3022,0.0547,85.2764,28.8813,126.0,cavitation
578,0.2468,1.9279,0.0547,85.2578,28.8813,126.0,cavitation
579,0.2428,2.9117,0.0547,85.4127,28.8927,126.0,cavitation
580,0.2428,1.8697,0.0547,85.377,28.8768,126.0,cavitation
581,0.2468,2.6416,0.0547,85.7176,28.8891,126.0,cavitation
582,0.2428,2.9845,0.0547,85.3485,28.8844,126.0,cavitation
583,0.2457,1.8988,0.0547,85.2438,28.8806,126.0,cavitation
584,0.2434,2.79,-0.6011,85.7659,28.8761,125.31,cavitation
585,0.2441,2.3634,-0.2732,85.7963,28.8765,125.0,cavitation
586,0.2476,2.6442,0.0547,85.3739,28.8845,124.621,cavitation
587,0.2441,2.9176,0.0547,85.5253,28.8845,125.386,cavitation
588,0.2445,2.8006,0.0547,85.8738,28.8626,125.31,cavitation
589,0.2441,3.1878,-0.2732,85.4201,28.8639,125.692,cavitation
590,0.2461,2.761,0.3826,85.3958,28.8697,125.31,cavitation
591,0.2479,2.5187,0.0547,85.6042,28.866,125.692,cavitation
592,0.2508,2.9639,0.0547,85.4162,28.869,126.0,cavitation
593,0.2478,2.7945,0.0547,85.8374,28.8623,125.31,cavitation
594,0.244,2.652,0.0547,85.7054,28.8618,126.386,cavitation
595,0.2432,2.7677,0.0547,85.4888,28.8618,125.621,cavitation
596,0.2472,2.5436,0.3826,85.9329,28.867,125.0,cavitation
597,0.2452,1.5271,0.0547,85.9524,28.8674,125.692,cavitation
598,0.2445,1.7552,0.0547,85.9984,28.8649,125.31,cavitation
599,0.2416,2.9952,-0.2732,85.8505,28.8685,125.0,cavitation
600,0.2458,2.6023,0.0547,85.8615,28.8572,125.692,cavitation
601,0.247,2.6063,-0.2732,85.8627,28.871,125.31,cavitation
602,0.2446,2.735,0.3826,85.8064,28.868,125.692,cavitation
603,0.2432,2.5303,0.0547,85.7847,28.8633,126.0,cavitation
604,0.2443,1.7943,-0.2732,85.8353,28.8565,126.0,cavitation
605,0.2475,3.0982,0.0547,86.1922,28.8602,126.0,cavitation
606,0.2448,2.8034,0.0547,85.9837,28.8602,125.31,cavitation
607,0.2459,2.1497,0.0547,85.8295,28.8686,125.692,cavitation
608,0.2433,2.5907,0.0547,86.1544,28.8667,125.31,cavitation
609,0.2464,2.565,0.0547,86.0112,28.8696,125.692,cavitation
610,0.2488,2.6279,0.0547,86.1751,28.8708,126.0,cavitation
611,0.2456,2.2463,-0.2732,85.8387,28.8742,125.31,cavitation
612,0.246,2.2035,0.3826,86.0072,28.8661,126.386,cavitation
613,0.2439,2.3367,0.3826,85.8693,28.8661,125.621,cavitation
614,0.2451,2.6601,0.3826,86.1842,28.8711,125.692,cavitation
615,0.245,2.7418,-0.2732,86.1116,28.8656,125.31,cavitation
616,0.2435,2.4127,0.0547,85.9946,28.8712,125.692,cavitation
617,0.247,2.6482,-0.2732,85.895,28.8804,125.31,cavitation
618,0.2463,2.7088,-0.6011,86.1581,28.8731,125.692,cavitation
619,0.2483,2.3698,0.0547,86.1236,28.8706,126.0,cavitation
620,0.2449,3.0033,0.3826,85.9634,28.8735,125.31,cavitation
621,0.2447,2.9963,-0.2732,86.0111,28.8685,125.692,cavitation
622,0.2457,2.1796,-0.6011,86.0527,28.8626,126.0,cavitation
623,0.2456,2.6873,-0.6011,85.9264,28.8626,126.0,cavitation
624,0.2485,2.6515,0.0547,86.1871,28.8592,126.0,cavitation
625,0.2445,1.6809,0.0547,85.9666,28.8596,125.31,cavitation
626,0.2465,2.554,0.0547,85.8405,28.8665,126.386,cavitation
627,0.2479,2.9679,0.0547,85.9871,28.8691,126.31,cavitation
628,0.2485,2.996,-0.6011,85.872,28.8703,125.31,cavitation
629,0.2453,2.9946,0.0547,86.133,28.8504,125.0,cavitation
630,0.2419,3.0859,0.0547,85.5379,28.8504,125.692,cavitation
631,0.2442,1.8015,0.0547,85.8836,28.8576,125.31,cavitation
632,0.2482,2.7372,0.0547,85.4819,28.8594,125.0,cavitation
633,0.2446,1.4666,0.0547,85.4372,28.857,125.692,cavitation
634,0.2449,2.6985,0.0547,86.0776,28.8565,125.31,cavitation
635,0.243,2.5588,0.3826,85.9256,28.8562,125.0,cavitation
636,0.244,1.0292,0.0547,85.3557,28.861,125.692,cavitation
637,0.2489,2.6903,0.3826,85.4229,28.8659,126.0,cavitation
638,0.2476,2.232,0.3826,85.5222,28.8662,125.309,cavitation
639,0.2475,2.071,0.3826,85.3547,28.8662,125.692,cavitation
640,0.2462,2.771,0.3826,85.5032,28.8602,126.0,cavitation
641,0.2482,1.3983,0.0547,85.5002,28.8654,125.309,cavitation
642,0.2491,2.6277,-0.2732,85.5047,28.8621,125.309,cavitation
643,0.2427,1.6324,0.7106,85.4229,28.8656,125.0,cavitation
644,0.2475,2.1627,0.0547,85.4889,28.8711,125.0,cavitation
645,0.2471,2.7197,-0.2732,85.4637,28.857,125.692,cavitation
646,0.2479,3.1642,0.3826,85.3597,28.8637,124.621,cavitation
647,0.2457,2.6906,0.3826,85.3448,28.8637,125.386,cavitation
648,0.245,2.7147,0.0547,85.5819,28.871,125.309,cavitation
649,0.2465,2.2706,0.3826,85.4701,28.8569,125.692,cavitation
650,0.2452,2.6688,0.0547,85.231,28.8693,126.0,cavitation
651,0.2466,2.3219,0.7106,85.3792,28.8659,126.0,cavitation
652,0.2444,2.6249,-0.2732,85.4416,28.8627,126.0,cavitation
653,0.2426,2.3423,0.3826,85.2144,28.8599,125.309,cavitation
654,0.2462,2.4575,0.3826,85.4946,28.8595,126.386,cavitation
655,0.2462,2.596,0.0547,85.2182,28.8588,125.621,cavitation
656,0.248,1.1424,0.0547,85.3409,28.8493,125.0,cavitation
657,0.2474,2.5848,0.0547,85.8842,28.8493,125.0,cavitation
658,0.2446,2.6711,-0.6011,85.4928,28.8541,125.692,cavitation
659,0.2483,3.0312,-0.2732,85.3186,28.8539,127.692,cavitation
660,0.2494,1.7269,0.0547,85.3459,28.8621,125.933,cavitation
661,0.2447,2.5188,0.0547,85.2435,28.8485,125.692,cavitation
662,0.2449,2.268,0.0547,85.4812,28.8705,126.0,cavitation
663,0.2466,1.9444,-0.2732,85.3014,28.8661,126.0,cavitation
664,0.2435,2.6177,0.0547,85.925,28.8628,126.692,cavitation
665,0.2512,1.9922,-0.2732,85.3982,28.8642,127.0,cavitation
666,0.2472,2.1706,0.0547,86.0296,28.8714,126.309,cavitation
667,0.2435,2.2483,0.3826,85.8876,28.8712,126.0,cavitation
668,0.2457,2.9904,0.3826,85.7898,28.8712,126.0,cavitation
669,0.2477,2.5121,-0.2732,85.9318,28.8719,126.692,cavitation
670,0.2493,2.5032,0.0547,85.757,28.8719,125.621,cavitation
671,0.2486,2.6082,0.3826,85.6458,28.8759,125.0,cavitation
672,0.2422,2.6917,0.0547,85.9351,28.8868,125.692,cavitation
673,0.2476,2.443,0.3826,85.8571,28.8816,126.692,cavitation
674,0.2477,1.1862,-0.2732,85.8563,28.8798,127.0,cavitation
675,0.2493,2.812,-0.2732,85.8929,28.8693,126.309,cavitation
676,0.2429,2.1105,0.0547,86.023,28.8693,126.692,cavitation
677,0.2474,2.732,-0.2732,85.9199,28.8747,127.0,cavitation
678,0.2481,2.7757,0.0547,85.8895,28.8823,127.0,cavitation
679,0.2484,2.7651,0.0547,85.8947,28.8792,126.309,cavitation
680,0.2492,2.4057,0.0547,85.94,28.8751,126.692,cavitation
681,0.2438,2.7614,0.3826,86.2402,28.883,127.0,cavitation
682,0.2459,1.9446,0.0547,85.8814,28.875,126.309,cavitation
683,0.2489,2.9478,0.0547,86.2444,28.8767,126.0,cavitation
684,0.2473,1.4121,0.0547,86.0745,28.8767,125.309,cavitation
685,0.2426,2.5829,0.0547,85.9716,28.8869,126.386,cavitation
686,0.2404,3.0657,0.0547,86.1578,28.8681,125.621,cavitation
687,0.2442,1.0344,0.0547,86.1132,28.8763,125.692,cavitation
688,0.2466,2.0409,0.0547,86.0413,28.8718,125.309,cavitation
689,0.2433,2.1662,0.0547,86.15,28.8727,125.692,cavitation
690,0.2474,2.0301,-0.2732,86.1718,28.8752,125.309,cavitation
691,0.2444,2.1648,0.0547,86.157,28.8712,125.692,cavitation
692,0.2476,3.0774,0.0547,85.9687,28.8712,125.309,cavitation
693,0.2433,2.8673,0.0547,86.0685,28.8719,125.0,cavitation
694,0.2424,2.6968,0.3826,85.9931,28.8749,126.0,cavitation
695,0.2419,2.606,0.0547,85.6172,28.8728,125.309,cavitation
696,0.248,2.9669,0.3826,85.9049,28.8753,125.692,cavitation
697,0.2459,2.5028,-0.6011,86.0715,28.8745,126.0,cavitation
698,0.2455,2.4544,-0.2732,86.2004,28.8774,126.692,cavitation
699,0.2452,2.5286,0.3826,86.2345,28.8688,126.309,cavitation
700,0.2413,2.6966,0.0547,85.9622,28.8717,125.309,cavitation
701,0.2468,2.7055,0.3826,85.6873,28.8763,125.692,cavitation
702,0.2465,3.057,0.3826,85.9851,28.8763,125.309,cavitation
703,0.2435,2.5276,0.3826,85.4833,28.8644,125.692,cavitation
704,0.2449,2.6377,0.0547,85.8543,28.8829,126.0,cavitation
705,0.2393,2.1798,0.3826,85.4471,28.8719,125.309,cavitation
706,0.246,2.2316,0.0547,85.4783,28.8712,125.692,cavitation
707,0.2453,2.2799,0.0547,85.4638,28.8695,125.309,cavitation
708,0.2446,2.2383,0.0547,85.4352,28.8759,126.386,cavitation
709,0.2448,2.6327,0.0547,85.4485,28.8791,126.309,cavitation
710,0.2421,1.9003,0.3826,85.5446,28.8777,125.309,cavitation
711,0.244,2.1968,0.3826,85.5009,28.8777,125.692,cavitation
712,0.247,1.9345,0.0547,85.4164,28.8771,125.309,cavitation
713,0.2453,2.7836,0.0547,85.4528,28.8834,125.692,cavitation
714,0.2409,1.8276,0.3826,85.4892,28.8704,125.309,cavitation
715,0.2441,1.4422,0.0547,85.4851,28.8774,125.0,cavitation
716,0.2457,1.4882,0.3826,85.3516,28.8792,125.692,cavitation
717,0.2435,1.8371,-0.2732,85.4772,28.8882,126.692,cavitation
718,0.2442,2.1247,-0.2732,85.4486,28.8882,127.0,cavitation
719,0.2413,1.8134,0.3826,85.6164,28.8883,127.0,cavitation
720,0.2446,1.3679,0.3826,85.602,28.8832,126.309,cavitation
721,0.2464,1.6449,0.0547,85.6462,28.8853,126.0,cavitation
722,0.2451,2.2389,-0.2732,85.4375,28.8791,126.692,cavitation
723,0.2478,2.7567,0.0547,85.6686,28.8816,126.309,cavitation
724,0.2423,2.6985,0.0547,85.6345,28.8823,125.309,cavitation
725,0.2453,2.0818,0.0547,85.6686,28.8823,125.692,cavitation
726,0.2454,2.4907,0.0547,85.4514,28.8817,126.0,cavitation
727,0.242,2.9259,-0.2732,85.3824,28.8923,126.0,cavitation
728,0.244,3.0199,0.3826,85.5164,28.8862,126.0,cavitation
729,0.2418,2.9847,0.3826,85.4867,28.8887,126.0,cavitation
730,0.2447,3.1075,0.0547,85.1885,28.8776,126.692,cavitation
731,0.2412,2.5852,0.0547,85.3135,28.8815,126.309,cavitation
732,0.2407,2.6054,0.0547,85.4708,28.8786,126.0,cavitation
733,0.242,2.5532,0.0547,85.6249,28.8786,125.309,cavitation
734,0.2462,2.5147,-0.2732,85.4681,28.875,125.692,cavitation
735,0.2458,2.6669,0.0547,85.6729,28.8797,125.309,cavitation
736,0.2408,2.2168,0.0547,85.4934,28.8741,125.692,cavitation
737,0.2432,2.5568,0.3826,85.4308,28.8749,126.0,cavitation
738,0.2419,2.399,0.0547,85.5453,28.8735,125.309,cavitation
739,0.244,2.6707,0.0547,85.5505,28.8659,125.692,cavitation
740,0.2457,1.5171,0.0547,85.3948,28.8667,125.309,cavitation
741,0.2409,3.0567,0.0547,85.4171,28.8677,125.692,cavitation
742,0.2407,2.9664,0.0547,85.708,28.8655,125.309,cavitation
743,0.2416,2.588,0.0547,85.7026,28.8655,125.692,cavitation
744,0.2411,2.7062,0.3826,85.7854,28.8647,126.0,cavitation
745,0.2448,3.2846,-0.2732,85.3926,28.86,125.309,cavitation
746,0.2429,3.0921,0.0547,85.752,28.8638,124.309,cavitation
747,0.2603,2.6921,-0.2732,85.4084,28.8715,119.204,cavitation
748,0.2637,2.857,0.3826,85.9278,28.8708,65.0002,cavitation
749,0.2636,2.4632,0.0547,85.4983,28.8667,0.5555,cavitation
750,0.2572,2.8001,0.0547,85.8499,28.8752,3.326,cavitation
751,0.2571,2.4899,0.0547,86.046,28.8832,99.6074,cavitation
752,0.2636,2.0824,0.0547,85.9606,28.8832,62.72,cavitation
753,0.267,2.6591,0.3826,86.1696,28.8788,9.4437,cavitation
754,0.246,2.6175,0.3826,86.0695,28.9046,9.9781,cavitation
755,0.2413,2.5761,0.0547,85.8969,28.9123,68.5088,cavitation
756,0.2575,0.926,0.0547,86.1158,28.9123,102.181,cavitation
757,0.2559,2.7364,0.0547,85.6832,28.9339,62.5379,cavitation
758,0.2585,2.2698,-0.2732,86.0327,28.9241,8.927,cavitation
759,0.2587,1.215,-0.2732,85.9079,28.9274,0.5555,cavitation
760,0.2484,2.4874,-0.2732,85.5796,28.9452,11.6411,
761,0.2403,2.7967,0.0547,85.6581,28.9465,69.452,
762,0.2427,1.8633,0.0547,85.5672,28.952,100.948,
763,0.2363,2.4184,0.0547,85.5935,28.9567,113.591,
764,0.24,2.8548,0.0547,86.0186,28.9626,117.386,
765,0.2376,2.092,0.0547,85.45,28.9626,119.386,
766,0.245,2.5056,0.0547,85.6643,28.9645,119.309,
767,0.2408,2.7457,0.0547,85.5458,28.9682,120.386,
768,0.2429,2.3768,0.3826,85.6452,28.9802,120.309,
769,0.2425,2.5897,0.0547,85.5573,28.9804,120.692,
770,0.2438,3.1396,0.0547,85.6422,28.9718,121.0,
771,0.2377,2.9172,0.7106,85.4688,28.9724,121.386,
772,0.2417,1.2547,-0.2732,85.5434,28.9756,121.309,
773,0.241,1.9698,-0.2732,85.5402,28.9756,121.0,
774,0.2456,2.9645,0.3826,85.4709,28.9701,121.692,
775,0.2431,2.5924,0.0547,85.5628,28.9534,121.309,
776,0.2453,2.7161,0.0547,85.5836,28.9592,121.0,
777,0.2415,1.953,0.0547,85.4855,28.9484,121.692,
778,0.2415,3.0742,0.0547,85.6378,28.9394,121.309,
779,0.243,1.7695,0.0547,85.6168,28.9469,121.0,
780,0.2417,2.0033,0.0547,85.57,28.9261,122.386,
781,0.2421,1.9129,0.0547,85.6096,28.9261,122.309,
782,0.2417,2.8106,-0.2732,85.4871,28.9229,121.309,
783,0.2438,2.9752,0.0547,85.4108,28.9251,122.386,
784,0.2426,1.1697,0.3826,85.5876,28.9115,121.621,
785,0.2392,3.094,0.0547,85.4448,28.9112,121.692,
786,0.2446,1.9558,0.0547,85.6946,28.9013,122.692,
787,0.2447,2.709,-0.2732,85.5595,28.8998,121.621,
788,0.2426,3.0623,0.0547,85.7041,28.9006,122.386,
789,0.2411,2.1564,0.0547,85.7501,28.8978,122.692,
790,0.2429,1.1359,-0.6011,85.4413,28.8937,122.309,
791,0.2445,2.1359,0.0547,85.3306,28.8837,123.386,
792,0.2482,3.0372,0.0547,85.5391,28.8881,123.309,
793,0.2457,2.2863,0.0547,85.6278,28.8807,122.309,
794,0.2414,2.3541,0.0547,85.4628,28.8807,123.386,
795,0.2434,2.4564,0.0547,85.6371,28.8818,123.309,
796,0.2451,1.8977,0.0547,85.9672,28.8797,122.309,
797,0.2433,1.3939,-0.2732,85.9229,28.8749,123.387,
798,0.2463,2.3923,0.0547,85.3376,28.8731,123.309,
799,0.241,2.8141,0.3826,86.003,28.8725,123.0,
800,0.2429,2.0301,0.0547,85.6815,28.8676,123.0,
801,0.2441,1.9982,0.0547,86.1014,28.8676,122.309,
802,0.2418,2.4653,0.0547,85.9571,28.8641,122.0,
803,0.2458,1.7223,0.0547,85.6689,28.8688,122.693,
804,0.2445,2.6556,0.3826,85.7124,28.8673,123.0,
805,0.2429,2.7683,0.0547,86.1109,28.8613,123.0,
806,0.2397,2.6678,0.0547,86.0056,28.8569,123.0,
807,0.243,1.6337,0.3826,86.1571,28.8609,122.309,
808,0.2477,1.5618,-0.2732,86.222,28.8566,123.387,
809,0.243,2.0777,-0.2732,86.003,28.8566,123.0,
810,0.2404,1.8361,0.3826,85.9405,28.853,123.0,
811,0.241,1.9746,0.0547,86.0563,28.8524,122.309,
812,0.245,2.6602,-0.2732,86.0711,28.8539,122.0,
813,0.2468,2.0601,0.0547,86.0693,28.8584,123.387,
814,0.2461,1.2964,-0.6011,86.0907,28.8553,123.309,
815,0.2421,3.0,0.3826,86.1796,28.8608,123.0,
816,0.2414,2.7341,0.3826,86.2636,28.8548,123.693,
817,0.2439,3.0393,0.3826,85.9755,28.8594,123.309,
818,0.2452,3.1247,0.3826,85.9506,28.8594,123.693,
819,0.246,3.1824,0.0547,85.9726,28.8557,124.693,
820,0.2411,2.7386,0.0547,85.9683,28.8668,125.692,
821,0.2432,2.5854,0.3826,86.0448,28.8683,126.692,
822,0.2462,2.7965,0.0547,86.0926,28.8726,126.309,
823,0.2451,2.6738,0.3826,86.213,28.8737,126.692,
824,0.2424,2.3658,0.3826,86.2136,28.8786,126.309,
825,0.2432,2.3338,-0.2732,86.3317,28.8916,126.0,
826,0.2439,2.5871,-0.2732,86.026,28.8916,126.692,
827,0.2483,2.7136,0.0547,86.169,28.8911,126.309,
828,0.2451,0.894,-0.2732,85.7708,28.9112,126.0,
829,0.2421,3.0489,-0.6011,85.8299,28.9164,126.692,
830,0.2485,2.7351,0.3826,86.1293,28.9213,125.62,
831,0.2508,2.8467,0.0547,86.302,28.9227,125.692,
832,0.2487,2.5475,0.3826,85.6232,28.9195,125.309,
833,0.2431,2.4361,0.3826,85.7965,28.9195,126.387,
834,0.2457,2.7792,0.0547,85.9581,28.9271,127.0,
835,0.2457,2.7732,0.3826,86.2855,28.9332,127.0,
836,0.2452,2.3712,0.0547,86.1776,28.9385,125.62,
